median	mean	cor_Fumagalli	corlowvshigh_Fumagalli	GENE	Gene|EntrezID
4.68425	4.550	0.525732435	low.cor	ACRBP	ACRBP|84519
4.68465	4.650	-0.029038113	low.cor	TNNI1	TNNI1|7135
4.68525	4.617	0.909515167	high.cor	ADRB2	ADRB2|154
4.68795	5.108	0.745786881	high.cor	GPAT2	GPAT2|150763
4.68915	4.478	0.610642987	low.cor	ZNF215	ZNF215|7762
4.6903	4.751			GPR89B	GPR89B|51463
4.6911	4.686	0.639292196	low.cor	LRP2BP	LRP2BP|55805
4.6921	4.669	0.670663728	low.cor	THSD7A	THSD7A|221981
4.6928	4.491			LOC647946	LOC647946|647946
4.69475	4.755	0.917487685	high.cor	LRRC4C	LRRC4C|57689
4.698	4.631			LOC285830	LOC285830|285830
4.69995	4.941	0.735156858	high.cor	C2orf89	C2orf89|129293
4.7002	4.830	0.426691729	low.cor	REM1	REM1|28954
4.70105	4.744	0.537723619	low.cor	ZBTB37	ZBTB37|84614
4.70185	4.739			FAM70A	FAM70A|55026
4.702	4.574	0.488073632	low.cor	MAT1A	MAT1A|4143
4.7023	4.601	0.811252269	high.cor	ARHGAP20	ARHGAP20|57569
4.7026	4.840	0.348846254	low.cor	CDA	CDA|978
4.70355	4.557	0.679284418	low.cor	TBX21	TBX21|30009
4.70455	4.649	0.800427794	high.cor	SLC6A16	SLC6A16|28968
4.70525	4.716			LOC283050	LOC283050|283050
4.70575	4.767	0.77398237	high.cor	SLC47A1	SLC47A1|55244
4.71165	4.543	0.775926886	high.cor	LEMD1	LEMD1|93273
4.7138	4.701	0.691858958	low.cor	ZBED3	ZBED3|84327
4.7144	4.857	0.942312678	high.cor	EPHA3	EPHA3|2042
4.7195	4.786	0.805613171	high.cor	GPR133	GPR133|283383
4.7196	4.811			SYP	SYP|6855
4.71985	4.847	0.744555354	high.cor	PXDNL	PXDNL|137902
4.72055	4.879	-0.18505315	low.cor	CADM3	CADM3|57863
4.7218	4.804			ATP8B5P	ATP8B5P|158381
4.72455	4.604	0.613041224	low.cor	IL7	IL7|3574
4.7246	4.892	0.876199118	high.cor	CR2	CR2|1380
4.7266	4.477			PSIMCT-1	PSIMCT-1|100101490
4.72855	4.834	0.583484574	low.cor	LRRC10B	LRRC10B|390205
4.72975	4.701	0.713637542	high.cor	SLITRK5	SLITRK5|26050
4.7305	4.706	0.523463832	low.cor	PGBD4	PGBD4|161779
4.7308	4.692	0.907894737	high.cor	ZFP2	ZFP2|80108
4.7321	5.064			NWD1	NWD1|284434
4.7324	4.614	0.674142738	low.cor	ZFP57	ZFP57|346171
4.73255	4.658	0.900959295	high.cor	HNF4G	HNF4G|3174
4.7327	4.693			MMP23B	MMP23B|8510
4.7338	4.798	0.444581281	low.cor	MYOM1	MYOM1|8736
4.73415	4.734	0.460072595	low.cor	GCET2	GCET2|257144
4.73605	4.721	0.489240342	low.cor	FGFBP1	FGFBP1|9982
4.74025	4.761			LOC92973	LOC92973|92973
4.74095	4.801	0.372698989	low.cor	CECR6	CECR6|27439
4.7414	4.666			LOC441208	LOC441208|441208
4.7424	4.753	0.291807104	low.cor	MAMDC4	MAMDC4|158056
4.74305	5.283	0.949053669	high.cor	SLC44A4	SLC44A4|80736
4.74425	5.096			LOC158376	LOC158376|158376
4.746	4.676			CG030	CG030|116828
4.74675	5.065	0.98580503	high.cor	TFAP2B	TFAP2B|7021
4.74785	4.480			LQK1	LQK1|642946
4.74865	4.653	0.910746694	high.cor	ATP6AP1L	ATP6AP1L|92270
4.74895	4.371	-0.033899404	low.cor	DMRTA1	DMRTA1|63951
4.74905	4.753	0.454303863	low.cor	HSPB7	HSPB7|27129
4.75015	4.760			LOC222699	LOC222699|222699
4.75405	4.776			PCDH19	PCDH19|57526
4.7557	4.698	0.799844439	high.cor	PNPLA3	PNPLA3|80339
4.75575	4.781			CASC2	CASC2|255082
4.75635	4.669	0.095735027	low.cor	GJC2	GJC2|57165
4.7575	4.794			KLRA1	KLRA1|10748
4.7601	4.988	0.099753695	low.cor	ALX3	ALX3|257
4.7617	5.028	0.880282603	high.cor	C6orf105	C6orf105|84830
4.76215	4.964	0.205729842	low.cor	ANKLE1	ANKLE1|126549
4.7622	5.235	0.947433238	high.cor	HPGD	HPGD|3248
4.76235	4.684			MGC23284	MGC23284|197187
4.7671	4.778	-0.050687062	low.cor	NOVA2	NOVA2|4858
4.77085	5.081	0.93855328	high.cor	ADIPOQ	ADIPOQ|9370
4.77095	4.734	0.540316308	low.cor	APOM	APOM|55937
4.7713	4.746	0.515880218	low.cor	WBSCR27	WBSCR27|155368
4.7715	4.908	0.82123412	high.cor	SCG2	SCG2|7857
4.77245	5.272	0.222128597	low.cor	MPZ	MPZ|4359
4.77275	4.871	0.222517501	low.cor	GJD3	GJD3|125111
4.77385	4.803	-0.119393311	low.cor	PTCH2	PTCH2|8643
4.7756	4.896	0.250777807	low.cor	HAND2	HAND2|9464
4.7764	5.062	0.518343272	low.cor	ABCA13	ABCA13|154664
4.7765	4.770			LOC400927	LOC400927|400927
4.7767	4.840			PMS2L4	PMS2L4|5382
4.77675	4.642	0.217396941	low.cor	GPR75	GPR75|10936
4.7799	4.718	0.525797252	low.cor	NUDT13	NUDT13|25961
4.7803	4.688	0.788760695	high.cor	FCN3	FCN3|8547
4.78315	4.630			LOC440905	LOC440905|440905
4.7841	4.905			MT1M	MT1M|4499
4.7848	4.690			CYSLTR1	CYSLTR1|10800
4.78495	4.783	0.913728286	high.cor	TLR10	TLR10|81793
4.78565	4.769			DPH3B	DPH3B|100132911
4.7875	4.781			HIATL2	HIATL2|84278
4.78825	4.796			MGC23270	MGC23270|196872
4.7915	4.661	0.532343791	low.cor	ZNF488	ZNF488|118738
4.79345	4.862	0.339447757	low.cor	ACHE	ACHE|43
4.79385	4.857	0.567604356	low.cor	UFSP1	UFSP1|402682
4.7948	4.706			LOC729603	LOC729603|729603
4.79525	4.739	0.886958776	high.cor	EOMES	EOMES|8320
4.79715	4.711	0.903098263	high.cor	RGS18	RGS18|64407
4.7982	4.666	0.878986259	high.cor	SAMD13	SAMD13|148418
4.7985	4.667			NUDT16P1	NUDT16P1|152195
4.7986	4.645	0.793492352	high.cor	SPATA17	SPATA17|128153
4.7997	4.905	0.946396163	high.cor	ACOX2	ACOX2|8309
4.8019	4.895	0.568641431	low.cor	PCDHB13	PCDHB13|56123
4.80205	4.856			LOH12CR2	LOH12CR2|503693
4.8025	4.874	0.494814623	low.cor	NECAB1	NECAB1|64168
4.8032	4.930	0.920534094	high.cor	BHLHE22	BHLHE22|27319
4.8047	4.864	0.611096707	low.cor	PPAPDC3	PPAPDC3|84814
4.8048	4.642			RRN3P1	RRN3P1|730092
4.80505	5.221			HOXA9	HOXA9|3205
4.8072	4.846	0.189979258	low.cor	SRRM5	SRRM5|100170229
4.8073	4.868			LOC400759	LOC400759|400759
4.8079	4.913	0.910228157	high.cor	INMT	INMT|11185
4.8084	4.919	0.915478351	high.cor	BANK1	BANK1|55024
4.8114	4.772			SPDYE6	SPDYE6|729597
4.8138	4.839	0.813326419	high.cor	UNC5CL	UNC5CL|222643
4.81465	4.853	0.892857143	high.cor	SLC22A3	SLC22A3|6581
4.816	4.863			LOC221442	LOC221442|221442
4.8165	4.843			C6orf26	C6orf26|401251
4.81655	4.848	0.448664765	low.cor	CCDC110	CCDC110|256309
4.81855	4.727	-0.265426497	low.cor	PLCXD2	PLCXD2|257068
4.8194	4.928	0.747342494	high.cor	FKBP1B	FKBP1B|2281
4.8204	4.804	0.21810993	low.cor	ZNF491	ZNF491|126069
4.8233	6.160	0.672284159	low.cor	COL2A1	COL2A1|1280
4.82455	4.922			C3orf47	C3orf47|339942
4.8247	4.622	0.809437387	high.cor	LPAR3	LPAR3|23566
4.8252	4.825			ZNF322B	ZNF322B|387328
4.8304	4.856			AGAP5	AGAP5|729092
4.83055	4.669	0.524500907	low.cor	SGSM1	SGSM1|129049
4.8318	4.825	0.341845994	low.cor	ECEL1	ECEL1|9427
4.83185	4.831	0.716683951	high.cor	FAM53A	FAM53A|152877
4.83265	4.806	0.828558465	high.cor	C18orf56	C18orf56|494514
4.8344	5.528	0.885079077	high.cor	LBP	LBP|3929
4.835	4.726	0.926367643	high.cor	IKZF3	IKZF3|22806
4.83775	4.852	0.787399533	high.cor	CCDC19	CCDC19|25790
4.8384	4.724	0.664765362	low.cor	DLX4	DLX4|1748
4.83945	4.830	-0.195747991	low.cor	SPATA24	SPATA24|202051
4.84185	4.770			GRAMD1B	GRAMD1B|57476
4.84255	4.821	0.874365996	high.cor	PDE1A	PDE1A|5136
4.844	4.850	0.762704174	high.cor	OR51E1	OR51E1|143503
4.8447	4.824			C19orf38	C19orf38|255809
4.84485	5.107	0.930580762	high.cor	DNALI1	DNALI1|7802
4.8478	5.437	0.947109152	high.cor	MUCL1	MUCL1|118430
4.848	4.898	0.678636246	low.cor	HOXA4	HOXA4|3201
4.8487	4.641	0.697303604	low.cor	OXGR1	OXGR1|27199
4.85025	5.352	0.89408867	high.cor	PLIN1	PLIN1|5346
4.85075	4.798	0.86057817	high.cor	PRKG1	PRKG1|5592
4.8523	4.627			XKR9	XKR9|389668
4.8534	4.801			TCAM1P	TCAM1P|146771
4.85345	4.686			NHSL2	NHSL2|340527
4.8551	4.922	0.292584911	low.cor	DGKG	DGKG|1608
4.8557	4.855			NCF1B	NCF1B|654816
4.86355	4.790	0.512768991	low.cor	TSPAN10	TSPAN10|83882
4.8645	4.807	-0.023074929	low.cor	ARL10	ARL10|285598
4.8648	4.844			CCDC157	CCDC157|550631
4.8656	4.880			MST1P2	MST1P2|11209
4.8662	5.212	0.7579077	high.cor	PLAG1	PLAG1|5324
4.86655	4.824	0.954887218	high.cor	WIPF3	WIPF3|644150
4.867	4.857			MSMP	MSMP|692094
4.86705	4.854			SNORD1C	SNORD1C|677850
4.8677	4.836			ANKRD36B	ANKRD36B|57730
4.86895	4.860	0.467396941	low.cor	GPR85	GPR85|54329
4.8699	4.442			CD164L2	CD164L2|388611
4.87	4.998	0.900205058	high.cor	CAPN13	CAPN13|92291
4.87125	4.380			ZNF98	ZNF98|148198
4.87135	4.892	0.638384755	low.cor	DISP2	DISP2|85455
4.8716	5.027	0.911200415	high.cor	AMPH	AMPH|273
4.87415	4.928			PLGLB2	PLGLB2|5342
4.8749	4.761	0.720767436	high.cor	EID3	EID3|493861
4.8754	4.856	0.661718953	low.cor	LDHD	LDHD|197257
4.87555	4.800			HIST1H3D	HIST1H3D|8351
4.87585	4.898	0.927728805	high.cor	C6orf97	C6orf97|80129
4.87885	4.948			LOC144571	LOC144571|144571
4.8795	4.939			TMEM27	TMEM27|57393
4.881	5.033	0.398625875	low.cor	BAIAP3	BAIAP3|8938
4.88175	4.719	0.694581281	low.cor	C3orf55	C3orf55|152078
4.8829	4.819	0.438812549	low.cor	ITPRIPL1	ITPRIPL1|150771
4.88335	4.932	0.912367125	high.cor	ZMYND12	ZMYND12|84217
4.88775	4.864	0.720508167	high.cor	AIM1L	AIM1L|55057
4.88915	5.041			ACE2	ACE2|59272
4.88935	5.038			MAP7D2	MAP7D2|256714
4.8903	5.178	0.639486648	low.cor	GLT25D2	GLT25D2|23127
4.8904	5.059	0.945229453	high.cor	SYT17	SYT17|51760
4.89065	4.943	0.168913663	low.cor	CNTD2	CNTD2|79935
4.89165	4.827			SLITRK4	SLITRK4|139065
4.89375	5.178	0.534936479	low.cor	MYEOV	MYEOV|26579
4.8948	5.133	0.256157635	low.cor	PCDHGA10	PCDHGA10|56106
4.89625	4.904	0.645773918	low.cor	PPARGC1B	PPARGC1B|133522
4.89705	4.771	0.36731916	low.cor	FHAD1	FHAD1|114827
4.8975	4.914			LOC100128288	LOC100128288|100128288
4.8984	4.930	-0.004083485	low.cor	GPR3	GPR3|2827
4.89855	4.886	0.683108634	low.cor	TMEM61	TMEM61|199964
4.89885	4.809	0.831993778	high.cor	LILRA5	LILRA5|353514
4.8995	5.051	0.694646098	low.cor	EML6	EML6|400954
4.90005	5.002	0.909320716	high.cor	SLC22A4	SLC22A4|6583
4.90095	4.776	0.828234379	high.cor	GPR171	GPR171|29909
4.90125	4.892	0.926950998	high.cor	RAB26	RAB26|25837
4.90125	4.997	0.841133005	high.cor	RGL3	RGL3|57139
4.90155	5.054	0.889292196	high.cor	SEMA3E	SEMA3E|9723
4.9031	4.740	0.760954109	high.cor	FAM24B	FAM24B|196792
4.90405	4.823	0.816502463	high.cor	PIK3C2G	PIK3C2G|5288
4.9051	5.240	0.421247083	low.cor	SBSN	SBSN|374897
4.90545	4.626	0.90082966	high.cor	THEMIS	THEMIS|387357
4.9074	4.873	0.644672025	low.cor	KRT222	KRT222|125113
4.9081	4.939	0.943220119	high.cor	ATP13A5	ATP13A5|344905
4.9097	5.145	0.553085299	low.cor	EML5	EML5|161436
4.91045	5.066	0.5945035	low.cor	GABRD	GABRD|2563
4.9113	4.994			MST1	MST1|4485
4.91145	4.370	0.871740857	high.cor	ZNF492	ZNF492|57615
4.9135	4.718	0.754018667	high.cor	HOXA1	HOXA1|3198
4.9136	4.874	0.751490796	high.cor	NIPSNAP3B	NIPSNAP3B|55335
4.91515	4.848	0.579854809	low.cor	NAALADL1	NAALADL1|10004
4.91645	4.832	0.761926368	high.cor	ZNF831	ZNF831|128611
4.9179	4.592	0.910811512	high.cor	ZBED2	ZBED2|79413
4.91835	4.885			C9orf109	C9orf109|286333
4.91835	4.994			NCRNA00105	NCRNA00105|80161
4.9209	5.005			CCDC73	CCDC73|493860
4.92335	4.899	0.051270417	low.cor	GRID1	GRID1|2894
4.92435	5.034	0.274371273	low.cor	KCNN3	KCNN3|3782
4.92555	5.075			MGC16275	MGC16275|85001
4.9263	5.039	0.844179414	high.cor	HOXB6	HOXB6|3216
4.9266	4.756	0.323243453	low.cor	KIAA0748	KIAA0748|9840
4.92755	4.966			RPL13AP20	RPL13AP20|387841
4.92865	4.770	-0.01814882	low.cor	ADRA2B	ADRA2B|151
4.9331	5.110			FAM78B	FAM78B|149297
4.9364	5.226	0.73697174	high.cor	PCDHB7	PCDHB7|56129
4.937	4.902	0.688877366	low.cor	HS3ST3A1	HS3ST3A1|9955
4.94005	4.885	0.32006741	low.cor	KCNS1	KCNS1|3787
4.9402	4.957	0.803085299	high.cor	ZSWIM5	ZSWIM5|57643
4.94305	4.936			POF1B	POF1B|79983
4.9434	5.235	0.702942702	high.cor	S1PR5	S1PR5|53637
4.9444	4.986			NCRNA00086	NCRNA00086|399668
4.9452	5.014	0.952100078	high.cor	MSX2	MSX2|4488
4.94695	5.022	0.620884107	low.cor	TAL1	TAL1|6886
4.9492	4.802	0.658802178	low.cor	RASSF9	RASSF9|9182
4.9494	4.679	0.400764843	low.cor	CCR4	CCR4|1233
4.95025	4.881	0.429738138	low.cor	KCNK13	KCNK13|56659
4.9503	4.736			ZNF665	ZNF665|79788
4.95105	5.030			ARHGAP6	ARHGAP6|395
4.9511	4.916	0.664182007	low.cor	MESP2	MESP2|145873
4.9521	5.430	0.574257426	low.cor	CDSN	CDSN|1041
4.9522	4.978			DGCR11	DGCR11|25786
4.95235	4.869			EDA2R	EDA2R|60401
4.95245	5.036	0.445099819	low.cor	MAMSTR	MAMSTR|284358
4.95325	4.949	0.689395904	low.cor	PDE3A	PDE3A|5139
4.9554	4.944	0.486453202	low.cor	ITIH4	ITIH4|3700
4.9555	4.884			SYN2	SYN2|6854
4.95665	4.906			FAM122C	FAM122C|159091
4.9582	5.270	0.914311641	high.cor	TMC5	TMC5|79838
4.96045	4.630	0.814687581	high.cor	FUT9	FUT9|10690
4.96065	4.981			MEF2B	MEF2B|100271849
4.9631	4.974	0.731980814	high.cor	DNAH5	DNAH5|1767
4.9648	5.560	0.932460461	high.cor	LRG1	LRG1|116844
4.9656	5.193	0.846642468	high.cor	CPS1	CPS1|1373
4.9711	5.334	0.757583614	high.cor	C3orf57	C3orf57|165679
4.97155	4.739	0.807687322	high.cor	DSCR6	DSCR6|53820
4.97285	5.029			MEG3	MEG3|55384
4.97305	5.046	0.923515686	high.cor	SLC16A9	SLC16A9|220963
4.97335	5.025	0.872050817	high.cor	HRASLS5	HRASLS5|117245
4.97495	5.004	0.461239305	low.cor	TLL1	TLL1|7092
4.97575	4.987	0.869393311	high.cor	CDO1	CDO1|1036
4.976	4.884	0.754731657	high.cor	C1orf53	C1orf53|388722
4.97615	5.057	0.353448276	low.cor	RAD9B	RAD9B|144715
4.977	4.952	0.658413275	low.cor	EID2B	EID2B|126272
4.9772	4.628	0.474137931	low.cor	TNFRSF9	TNFRSF9|3604
4.97725	5.420	0.685766139	low.cor	HES2	HES2|54626
4.97855	4.552			LOC286467	LOC286467|286467
4.9789	5.527	0.699572206	low.cor	PCDHB3	PCDHB3|56132
4.97915	4.928			HSD17B7P2	HSD17B7P2|158160
4.97965	5.009	-0.148949961	low.cor	MMP17	MMP17|4326
4.97965	4.944	0.871985999	high.cor	MS4A14	MS4A14|84689
4.98045	5.006	0.254083485	low.cor	AKAP3	AKAP3|10566
4.98115	4.708			LOC389493	LOC389493|389493
4.98145	5.201	0.543946072	low.cor	HYAL1	HYAL1|3373
4.98245	4.960	0.838994037	high.cor	AVIL	AVIL|10677
4.98285	5.010			LOC100271722	LOC100271722|100271722
4.98425	5.061	0.647977703	low.cor	PRRT1	PRRT1|80863
4.9847	5.076	0.714026445	high.cor	C6orf204	C6orf204|387119
4.98545	4.883	0.646746176	low.cor	CPLX1	CPLX1|10815
4.9875	4.928	0.926756547	high.cor	SLC28A3	SLC28A3|64078
4.988	5.091			AFF2	AFF2|2334
4.988	4.932			LOC729020	LOC729020|729020
4.9898	4.797			UBASH3A	UBASH3A|53347
4.9899	4.904	0.880152969	high.cor	CD274	CD274|29126
4.9916	5.057			BGLAP	BGLAP|632
4.9918	5.194	0.86569873	high.cor	CST6	CST6|1474
4.99185	5.108			MT1L	MT1L|4500
4.99435	5.032	0.042260824	low.cor	OXER1	OXER1|165140
4.9966	5.414	0.891042261	high.cor	NPTX2	NPTX2|4885
4.9968	5.056	0.201516723	low.cor	PRR22	PRR22|163154
4.99745	5.069	-0.066502463	low.cor	MAST1	MAST1|22983
4.99865	4.982	-0.291612652	low.cor	C2orf16	C2orf16|84226
5.0003	5.020	0.831993778	high.cor	VNN2	VNN2|8875
5.0019	5.046	0.103642728	low.cor	GPR35	GPR35|2859
5.00305	5.010	0.6731916	low.cor	COLQ	COLQ|8292
5.00305	4.711	0.939914441	high.cor	GPR87	GPR87|53836
5.004	4.845	0.050881514	low.cor	PRAM1	PRAM1|84106
5.00535	4.857	0.775537983	high.cor	DPEP2	DPEP2|64174
5.00545	5.033	0.760176303	high.cor	VMO1	VMO1|284013
5.0056	4.475	0.789019964	high.cor	IRX4	IRX4|50805
5.00635	4.957	0.061609762	low.cor	FAM71D	FAM71D|161142
5.00655	5.372	0.785584651	high.cor	GPD1	GPD1|2819
5.00745	4.929	0.902061187	high.cor	P2RY14	P2RY14|9934
5.0111	4.981			USP51	USP51|158880
5.01265	5.019	0.9310993	high.cor	TFPI2	TFPI2|7980
5.01275	4.794	0.890329271	high.cor	SAMD3	SAMD3|154075
5.01295	5.057	0.686543946	low.cor	TRIM69	TRIM69|140691
5.01495	5.104			FLJ45244	FLJ45244|400242
5.015	4.943			NIPAL1	NIPAL1|152519
5.01575	5.056	0.328571429	low.cor	CCDC152	CCDC152|100129792
5.017	5.010	0.370235935	low.cor	CD300C	CD300C|10871
5.01845	4.509	0.593466425	low.cor	SULT4A1	SULT4A1|25830
5.0185	5.157	0.766269121	high.cor	CHN2	CHN2|1124
5.0197	4.963	0.853253824	high.cor	SYNGR3	SYNGR3|9143
5.0209	5.311	0.636569873	low.cor	NMNAT2	NMNAT2|23057
5.021	4.789	0.884690174	high.cor	KCNQ4	KCNQ4|9132
5.02165	5.150	0.913339383	high.cor	ENTPD3	ENTPD3|956
5.02205	5.056	0.791418201	high.cor	IL1R2	IL1R2|7850
5.0222	4.973			FBXO48	FBXO48|554251
5.0232	4.970			LOC115110	LOC115110|115110
5.02885	5.335	0.960850402	high.cor	C19orf33	C19orf33|64073
5.03195	5.104	0.245985319	low.cor	DENND2C	DENND2C|163259
5.03335	5.049	0.657894737	low.cor	CXCL5	CXCL5|6374
5.03485	4.968	0.840808919	high.cor	ZNF396	ZNF396|252884
5.0358	5.025			FLJ40852	FLJ40852|285962
5.0362	5.160	0.664700544	low.cor	BAALC	BAALC|79870
5.03775	5.088	0.143246046	low.cor	LOC100130581	LOC100130581|100130581
5.04175	4.752	0.599299974	low.cor	FMN1	FMN1|342184
5.04475	5.294	0.907441016	high.cor	LYVE1	LYVE1|10894
5.04485	5.015	-0.087892144	low.cor	MORN1	MORN1|79906
5.04735	5.032			PRH1	PRH1|5554
5.04815	4.923	0.943868291	high.cor	SLC27A2	SLC27A2|11001
5.04905	4.981			LOC400752	LOC400752|400752
5.0502	4.898	0.887736583	high.cor	IBSP	IBSP|3381
5.05175	4.954			KIAA0664P3	KIAA0664P3|100132341
5.0535	5.086	0.562483796	low.cor	CACNA1A	CACNA1A|773
5.05415	5.080			LOC729176	LOC729176|729176
5.05445	5.021	-0.283834586	low.cor	C6orf27	C6orf27|80737
5.05685	4.849			RAB39B	RAB39B|116442
5.0575	5.116	-0.144283122	low.cor	C15orf62	C15orf62|643338
5.05825	4.526	0.321104485	low.cor	ZIC4	ZIC4|84107
5.05855	4.834	0.951840809	high.cor	KLRB1	KLRB1|3820
5.05975	4.958			MCM3APAS	MCM3APAS|114044
5.0602	5.122			LOC653113	LOC653113|653113
5.0607	5.108	0.967915478	high.cor	CXCL2	CXCL2|2920
5.0608	5.391	0.715841327	high.cor	HAPLN1	HAPLN1|1404
5.0613	5.049			LOC100128640	LOC100128640|100128640
5.06275	4.959			MIR155HG	MIR155HG|114614
5.06335	5.150	0.91923775	high.cor	EGF	EGF|1950
5.0646	4.941			IRX6	IRX6|79190
5.065	5.055	0.809372569	high.cor	PLN	PLN|5350
5.06575	4.988	0.782214156	high.cor	PPP1R14A	PPP1R14A|94274
5.0661	4.919			GCSH	GCSH|2653
5.0663	5.099			ST7OT1	ST7OT1|93653
5.06775	5.045			PCDHGA12	PCDHGA12|26025
5.0693	5.028	0.392857143	low.cor	GATC	GATC|283459
5.0711	4.777	0.310928183	low.cor	TLX1	TLX1|3195
5.07185	4.956	0.88384755	high.cor	CPA3	CPA3|1359
5.073	5.004			ZNF815	ZNF815|401303
5.0737	5.118			MIR17HG	MIR17HG|407975
5.07405	4.990	0.753629764	high.cor	DNER	DNER|92737
5.0762	5.005	0.217980296	low.cor	ZNF837	ZNF837|116412
5.07635	5.257	0.470508167	low.cor	RIMKLA	RIMKLA|284716
5.07715	5.249	0.676886181	low.cor	SSTR2	SSTR2|6752
5.0776	5.575	0.877884366	high.cor	FMO3	FMO3|2328
5.0778	5.112	0.741833031	high.cor	IQCA1	IQCA1|79781
5.07835	4.964	0.836919886	high.cor	FBXO16	FBXO16|157574
5.0798	5.048			C10orf41	C10orf41|100131213
5.08035	5.313	0.970508167	high.cor	GDF15	GDF15|9518
5.08115	4.994			NCRNA00120	NCRNA00120|55389
5.08405	5.020			CXCR2P1	CXCR2P1|3580
5.0845	5.093	0.356170599	low.cor	SNCA	SNCA|6622
5.0846	5.855	0.88663469	high.cor	NEFH	NEFH|4744
5.08785	4.893	0.635662432	low.cor	CELF4	CELF4|56853
5.08785	5.100			HSF2BP	HSF2BP|11077
5.0884	5.334	0.494166451	low.cor	MTMR7	MTMR7|9108
5.0898	4.976	0.220767436	low.cor	TNFRSF8	TNFRSF8|943
5.09215	4.876	0.938812549	high.cor	GZMH	GZMH|2999
5.09245	5.319	0.953331605	high.cor	ELOVL2	ELOVL2|54898
5.0944	5.228	0.955160629	high.cor	BTNL9	BTNL9|153579
5.0951	5.162	0.687969925	low.cor	GPER	GPER|2852
5.09545	4.868	0.721934146	high.cor	PAX9	PAX9|5083
5.0955	4.875			BEX5	BEX5|340542
5.0956	4.650			SNURF	SNURF|8926
5.0963	5.192			C6orf174	C6orf174|387104
5.09645	5.101	0.571558206	low.cor	TMEM163	TMEM163|81615
5.09655	4.694	0.595022038	low.cor	ZNF677	ZNF677|342926
5.0987	5.157	0.881125227	high.cor	CH25H	CH25H|9023
5.09935	5.146			ELFN1	ELFN1|392617
5.1022	5.169			C11orf92	C11orf92|399948
5.10465	4.907			RUNDC2A	RUNDC2A|84127
5.10585	5.710	-0.114791289	low.cor	CCBP2	CCBP2|1238
5.10625	5.115			MTCP1	MTCP1|4515
5.1079	5.100	0.863106041	high.cor	GDPD3	GDPD3|79153
5.1094	5.001	-0.052826031	low.cor	FAM22A	FAM22A|728118
5.1096	5.101	0.861939331	high.cor	CNGA1	CNGA1|1259
5.1101	5.134			LOC286367	LOC286367|286367
5.1108	5.053	0.690627431	low.cor	KLF15	KLF15|28999
5.11535	5.112	0.747407311	high.cor	BHMT2	BHMT2|23743
5.1157	4.934			WHAMML1	WHAMML1|339005
5.11605	5.082	0.919950739	high.cor	DNAJC22	DNAJC22|79962
5.11705	5.147			LOC606724	LOC606724|606724
5.11775	5.236	0.830827068	high.cor	SOX17	SOX17|64321
5.119	5.264	0.690497796	low.cor	KREMEN2	KREMEN2|79412
5.1203	5.245	0.629828883	low.cor	CSMD2	CSMD2|114784
5.12045	5.326			FAM180A	FAM180A|389558
5.12045	4.933			P2RY10	P2RY10|27334
5.12605	4.915	0.501101893	low.cor	CES8	CES8|283848
5.1271	5.229	0.835753176	high.cor	CDH6	CDH6|1004
5.1272	5.210	0.925200933	high.cor	IL6	IL6|3569
5.12845	5.360	0.885079077	high.cor	NKAIN1	NKAIN1|79570
5.12885	5.253	0.649079596	low.cor	ST6GALNAC3	ST6GALNAC3|256435
5.12995	5.062	0.956572466	high.cor	MEOX2	MEOX2|4223
5.13235	5.087	0.895190563	high.cor	NAV3	NAV3|89795
5.1338	5.113			LOC727896	LOC727896|727896
5.13445	4.902	0.91573762	high.cor	PYHIN1	PYHIN1|149628
5.13635	5.203	0.308335494	low.cor	SEMA3A	SEMA3A|10371
5.1371	5.331	0.79375162	high.cor	DDIT4L	DDIT4L|115265
5.13815	4.820	0.523074929	low.cor	ZNF582	ZNF582|147948
5.13925	5.269	0.843012704	high.cor	EBF3	EBF3|253738
5.14115	5.056			C14orf181	C14orf181|400223
5.1447	5.142	0.792714545	high.cor	NAGS	NAGS|162417
5.1451	5.253			KCNJ15	KCNJ15|3772
5.1454	5.665			PCDHGB5	PCDHGB5|56101
5.14565	5.221	0.657959554	low.cor	MMP28	MMP28|79148
5.14605	5.298	0.885921701	high.cor	CHST9	CHST9|83539
5.14695	5.055	0.941599689	high.cor	PLA1A	PLA1A|51365
5.14795	5.221	-0.042908997	low.cor	SV2B	SV2B|9899
5.1485	4.564	0.913144931	high.cor	SCAND3	SCAND3|114821
5.14935	5.052	0.359022556	low.cor	ZNF620	ZNF620|253639
5.14955	5.552			GPR64	GPR64|10149
5.14965	4.965	0.533445683	low.cor	IL1RL2	IL1RL2|8808
5.15065	5.008	0.902774177	high.cor	UBXN10	UBXN10|127733
5.1513	5.219	0.860189266	high.cor	CCDC96	CCDC96|257236
5.1513	5.075	0.954692766	high.cor	CCL13	CCL13|6357
5.15205	4.901			LOC100170939	LOC100170939|100170939
5.1521	5.159	0.150700026	low.cor	KCNJ14	KCNJ14|3770
5.15235	5.100	0.210007778	low.cor	BEST1	BEST1|7439
5.15445	5.271	0.731786362	high.cor	WFDC1	WFDC1|58189
5.15505	5.151	0.398301789	low.cor	CDYL2	CDYL2|124359
5.1553	5.039			PPIEL	PPIEL|728448
5.1564	5.106			PMS2L11	PMS2L11|441263
5.1578	5.021			LOC100270746	LOC100270746|100270746
